"id","age","gender","education","endline_vaccine_attitude","endline_vaccination_status","treatment"
4541,38,"Non-binary","Associate Degree","Bad","No","control group"
4542,18,"Non-binary","Associate Degree","Excellent","Yes","reason"
4543,25,"Non-binary","High School","Terrible","No","emotions"
4545,18,"Female","Graduate Degree","Bad","Yes","control group"
4546,53,"Male","Bachelor's Degree","Terrible","Yes","reason"
4547,27,"Female","Associate Degree","Terrible","Yes","reason"
4548,42,"Non-binary","Bachelor's Degree","Bad","Yes","reason"
4549,68,"Female","High School","Okay","Yes","control group"
4550,43,"Male","Associate Degree","Terrible","Yes","emotions"
4551,24,"Female","Associate Degree","Okay","Yes","reason"
4552,58,"Male","High School","Good","Yes","reason"
4553,27,"Female","Associate Degree","Terrible","Yes","reason"
4554,68,"Male","Associate Degree","Good","Yes","reason"
4555,63,"Non-binary","High School","Excellent","Yes","reason"
4557,46,"Non-binary","Graduate Degree","Excellent","Yes","emotions"
4559,18,"Male","Graduate Degree","Okay","Yes","reason"
4560,66,"Female","Associate Degree","Excellent","Yes","reason"
4561,42,"Female","Associate Degree","Terrible","No","reason"
4563,30,"Non-binary","Associate Degree","Bad","No","emotions"
4564,20,"Male","Graduate Degree","Excellent","Yes","reason"
4565,41,"Male","Bachelor's Degree","Bad","No","control group"
4566,24,"Female","Associate Degree","Excellent","Yes","control group"
4567,18,"Female","High School","Bad","No","control group"
4568,37,"Non-binary","Associate Degree","Bad","No","emotions"
4570,35,"Female","Graduate Degree","Bad","Yes","control group"
4571,22,"Female","Bachelor's Degree","Good","Yes","reason"
4572,52,"Female","Graduate Degree","Good","No","reason"
4573,40,"Female","Associate Degree","Good","Yes","emotions"
4574,69,"Male","Bachelor's Degree","Good","Yes","emotions"
4575,38,"Female","Associate Degree","Good","Yes","reason"
4576,18,"Female","Associate Degree","Excellent","Yes","reason"
4577,40,"Male","Bachelor's Degree","Excellent","No","control group"
4578,61,"Male","Bachelor's Degree","Okay","No","reason"
4579,37,"Female","Bachelor's Degree","Good","Yes","reason"
4581,39,"Female","Graduate Degree","Excellent","Yes","emotions"
4582,46,"Non-binary","Bachelor's Degree","Okay","Yes","reason"
4583,50,"Male","Bachelor's Degree","Good","Yes","emotions"
4584,34,"Non-binary","Associate Degree","Bad","No","reason"
4585,23,"Female","Bachelor's Degree","Good","Yes","reason"
4586,18,"Male","Associate Degree","Okay","Yes","control group"
4587,27,"Non-binary","Associate Degree","Terrible","Yes","emotions"
4588,51,"Non-binary","Associate Degree","Okay","No","control group"
4589,78,"Female","Bachelor's Degree","Bad","Yes","reason"
4590,43,"Female","Associate Degree","Okay","Yes","reason"
4591,18,"Non-binary","Bachelor's Degree","Excellent","Yes","emotions"
4592,52,"Male","Graduate Degree","Good","Yes","emotions"
4593,18,"Male","Associate Degree","Good","Yes","reason"
4594,37,"Male","Associate Degree","Good","No","control group"
4595,48,"Female","Associate Degree","Terrible","No","emotions"
4596,50,"Non-binary","Associate Degree","Good","Yes","reason"
4597,44,"Female","High School","Excellent","Yes","emotions"
4598,34,"Male","Bachelor's Degree","Okay","Yes","emotions"
4599,24,"Male","Bachelor's Degree","Bad","Yes","reason"
4600,60,"Female","Graduate Degree","Good","Yes","reason"
4601,27,"Non-binary","Associate Degree","Good","Yes","reason"
4603,42,"Non-binary","Associate Degree","Okay","Yes","control group"
4604,28,"Male","Associate Degree","Good","Yes","reason"
4605,42,"Female","Associate Degree","Okay","Yes","reason"
4606,63,"Non-binary","Associate Degree","Excellent","Yes","emotions"
4607,42,"Female","High School","Good","Yes","reason"
4608,43,"Non-binary","High School","Good","No","emotions"
4609,27,"Male","Associate Degree","Excellent","No","reason"
4610,57,"Female","High School","Bad","Yes","control group"
4611,39,"Male","High School","Bad","Yes","emotions"
4612,72,"Female","Associate Degree","Good","Yes","emotions"
4613,34,"Female","High School","Okay","Yes","control group"
4615,18,"Non-binary","Bachelor's Degree","Terrible","No","emotions"
4616,23,"Male","Bachelor's Degree","Terrible","Yes","control group"
4617,47,"Male","Associate Degree","Excellent","Yes","emotions"
4618,18,"Female","Associate Degree","Okay","Yes","reason"
4620,37,"Male","Bachelor's Degree","Excellent","Yes","emotions"
4621,33,"Female","Graduate Degree","Excellent","Yes","reason"
4623,31,"Male","Bachelor's Degree","Terrible","No","emotions"
4624,51,"Female","High School","Good","Yes","control group"
4625,49,"Male","Associate Degree","Okay","Yes","reason"
4626,52,"Female","Associate Degree","Bad","Yes","control group"
4627,54,"Non-binary","Associate Degree","Bad","No","emotions"
4628,20,"Female","Bachelor's Degree","Excellent","No","reason"
4629,70,"Non-binary","Bachelor's Degree","Okay","Yes","control group"
4630,42,"Male","Bachelor's Degree","Good","Yes","reason"
4631,34,"Female","High School","Good","No","control group"
4632,43,"Male","Associate Degree","Bad","Yes","emotions"
4633,18,"Non-binary","Associate Degree","Bad","Yes","control group"
4634,35,"Non-binary","Associate Degree","Bad","No","emotions"
4635,30,"Female","Bachelor's Degree","Good","Yes","control group"
4636,80,"Female","High School","Okay","Yes","control group"
4637,75,"Non-binary","Graduate Degree","Okay","No","reason"
4638,48,"Female","Associate Degree","Bad","Yes","control group"
4639,32,"Non-binary","Associate Degree","Terrible","Yes","reason"
4640,55,"Non-binary","Associate Degree","Excellent","Yes","control group"
4642,47,"Female","Graduate Degree","Bad","Yes","emotions"
4643,18,"Non-binary","High School","Terrible","Yes","control group"
4645,69,"Non-binary","Bachelor's Degree","Excellent","No","reason"
4646,44,"Female","High School","Good","Yes","reason"
4647,39,"Male","Associate Degree","Good","Yes","emotions"
4648,23,"Male","Graduate Degree","Okay","Yes","control group"
4649,40,"Female","Bachelor's Degree","Bad","No","reason"
4650,37,"Female","Bachelor's Degree","Excellent","Yes","reason"
4651,41,"Male","Associate Degree","Okay","No","control group"
4653,50,"Female","Associate Degree","Terrible","Yes","emotions"
4654,80,"Female","High School","Good","Yes","control group"
4655,47,"Male","Associate Degree","Terrible","Yes","control group"
4657,32,"Female","Graduate Degree","Excellent","Yes","reason"
4658,44,"Non-binary","Associate Degree","Okay","Yes","reason"
4659,20,"Non-binary","Associate Degree","Excellent","Yes","reason"
4661,59,"Female","Bachelor's Degree","Excellent","No","emotions"
4662,30,"Non-binary","Bachelor's Degree","Terrible","Yes","control group"
4663,41,"Non-binary","Bachelor's Degree","Bad","Yes","reason"
4664,33,"Female","High School","Terrible","Yes","emotions"
4665,42,"Female","Bachelor's Degree","Terrible","Yes","reason"
4666,27,"Non-binary","High School","Good","Yes","reason"
4667,59,"Male","Graduate Degree","Okay","No","emotions"
4668,45,"Non-binary","Graduate Degree","Bad","Yes","reason"
4669,43,"Male","Graduate Degree","Bad","Yes","control group"
4672,34,"Non-binary","Graduate Degree","Bad","Yes","reason"
4673,80,"Female","High School","Excellent","Yes","emotions"
4674,80,"Female","Graduate Degree","Terrible","Yes","reason"
4675,45,"Male","Graduate Degree","Excellent","Yes","reason"
4676,19,"Female","High School","Okay","Yes","control group"
4677,56,"Non-binary","Associate Degree","Terrible","Yes","emotions"
4678,51,"Male","Associate Degree","Good","Yes","control group"
4679,28,"Female","Associate Degree","Terrible","No","reason"
4680,70,"Non-binary","Bachelor's Degree","Okay","No","emotions"
4681,31,"Female","Bachelor's Degree","Excellent","No","emotions"
4682,21,"Female","Graduate Degree","Good","Yes","reason"
4683,59,"Non-binary","Graduate Degree","Terrible","No","emotions"
4684,45,"Female","Graduate Degree","Good","Yes","emotions"
4685,18,"Non-binary","Bachelor's Degree","Okay","Yes","emotions"
4686,27,"Male","Associate Degree","Okay","Yes","control group"
4687,26,"Non-binary","Associate Degree","Good","Yes","emotions"
4688,21,"Female","Bachelor's Degree","Bad","Yes","reason"
4689,57,"Male","Bachelor's Degree","Okay","Yes","emotions"
4690,39,"Female","Bachelor's Degree","Okay","Yes","control group"
4691,80,"Female","Bachelor's Degree","Good","Yes","reason"
4692,52,"Non-binary","Associate Degree","Terrible","Yes","reason"
4693,67,"Male","High School","Good","Yes","emotions"
4694,61,"Non-binary","Bachelor's Degree","Okay","No","reason"
4695,38,"Male","Associate Degree","Okay","Yes","reason"
4696,45,"Female","Associate Degree","Good","No","emotions"
4697,69,"Non-binary","Associate Degree","Good","Yes","control group"
4698,43,"Female","Associate Degree","Okay","Yes","reason"
4699,29,"Male","Graduate Degree","Okay","Yes","control group"
4701,39,"Male","Bachelor's Degree","Bad","Yes","emotions"
4702,51,"Female","High School","Bad","Yes","reason"
4703,54,"Non-binary","Associate Degree","Bad","No","emotions"
4705,39,"Female","High School","Okay","No","control group"
4706,35,"Female","Graduate Degree","Terrible","No","control group"
4707,71,"Female","High School","Terrible","No","control group"
4708,48,"Female","Bachelor's Degree","Good","No","control group"
4709,28,"Female","High School","Terrible","Yes","emotions"
4710,37,"Male","Associate Degree","Terrible","No","emotions"
4711,33,"Non-binary","High School","Bad","Yes","reason"
4712,29,"Male","Bachelor's Degree","Terrible","No","emotions"
4713,18,"Male","Bachelor's Degree","Terrible","Yes","emotions"
4715,18,"Non-binary","High School","Bad","No","emotions"
4716,54,"Female","Graduate Degree","Okay","Yes","control group"
4717,18,"Male","Bachelor's Degree","Good","Yes","control group"
4718,18,"Female","Bachelor's Degree","Bad","Yes","emotions"
4721,63,"Female","Bachelor's Degree","Bad","No","reason"
4722,59,"Non-binary","High School","Okay","No","emotions"
4723,18,"Female","Bachelor's Degree","Excellent","Yes","emotions"
4724,52,"Non-binary","Graduate Degree","Bad","Yes","reason"
4725,42,"Male","Graduate Degree","Terrible","Yes","control group"
4726,46,"Male","Bachelor's Degree","Excellent","Yes","emotions"
4727,18,"Non-binary","Bachelor's Degree","Bad","No","emotions"
4728,18,"Male","Associate Degree","Excellent","Yes","control group"
4729,67,"Female","Bachelor's Degree","Terrible","Yes","emotions"
4730,43,"Non-binary","Bachelor's Degree","Terrible","Yes","reason"
4731,56,"Female","High School","Bad","No","reason"
4732,40,"Male","High School","Good","Yes","reason"
4733,35,"Non-binary","Bachelor's Degree","Good","Yes","reason"
4734,18,"Male","Associate Degree","Bad","Yes","control group"
4735,65,"Male","Graduate Degree","Bad","Yes","reason"
4736,79,"Non-binary","High School","Good","Yes","reason"
4737,73,"Non-binary","Bachelor's Degree","Bad","Yes","emotions"
4738,46,"Male","Graduate Degree","Bad","Yes","emotions"
4739,70,"Male","High School","Good","Yes","reason"
4740,59,"Male","Bachelor's Degree","Good","Yes","reason"
4741,48,"Female","Bachelor's Degree","Okay","Yes","reason"
4742,60,"Male","Bachelor's Degree","Good","Yes","control group"
4743,39,"Non-binary","Graduate Degree","Excellent","No","control group"
4744,18,"Non-binary","Graduate Degree","Good","Yes","emotions"
4745,59,"Female","Bachelor's Degree","Okay","Yes","control group"
4746,59,"Female","Bachelor's Degree","Terrible","No","reason"
4748,18,"Non-binary","High School","Good","Yes","control group"
4749,25,"Non-binary","Associate Degree","Okay","Yes","reason"
4750,37,"Male","Bachelor's Degree","Good","Yes","emotions"
4752,28,"Non-binary","High School","Okay","Yes","emotions"
4753,23,"Non-binary","High School","Bad","Yes","control group"
4754,80,"Male","Bachelor's Degree","Good","No","emotions"
4756,41,"Non-binary","Graduate Degree","Excellent","Yes","reason"
4757,24,"Non-binary","Associate Degree","Excellent","Yes","control group"
4758,59,"Non-binary","Associate Degree","Excellent","No","reason"
4759,69,"Male","High School","Good","Yes","emotions"
4760,18,"Male","Bachelor's Degree","Good","No","control group"
4761,43,"Non-binary","Bachelor's Degree","Terrible","Yes","emotions"
4762,56,"Female","Graduate Degree","Okay","No","control group"
4763,63,"Male","Bachelor's Degree","Okay","No","emotions"
4764,30,"Non-binary","Bachelor's Degree","Terrible","Yes","control group"
4765,18,"Male","Graduate Degree","Excellent","Yes","emotions"
4766,36,"Female","Associate Degree","Okay","Yes","control group"
4767,47,"Female","Graduate Degree","Bad","Yes","reason"
4768,56,"Female","Bachelor's Degree","Terrible","Yes","emotions"
4769,18,"Female","Associate Degree","Terrible","Yes","reason"
4770,29,"Male","High School","Okay","Yes","control group"
4771,33,"Male","High School","Terrible","Yes","emotions"
4772,30,"Male","Bachelor's Degree","Terrible","No","reason"
4773,62,"Non-binary","Associate Degree","Excellent","Yes","emotions"
4774,18,"Female","Associate Degree","Excellent","Yes","reason"
4775,27,"Non-binary","Graduate Degree","Bad","Yes","reason"
4776,18,"Male","Bachelor's Degree","Excellent","Yes","emotions"
4778,62,"Male","High School","Bad","Yes","emotions"
4780,47,"Female","Graduate Degree","Okay","No","emotions"
4781,20,"Non-binary","Associate Degree","Terrible","Yes","emotions"
4782,65,"Non-binary","Associate Degree","Excellent","Yes","reason"
4783,18,"Male","High School","Okay","No","emotions"
4784,45,"Male","High School","Excellent","Yes","emotions"
4785,30,"Male","Bachelor's Degree","Excellent","Yes","emotions"
4786,54,"Male","High School","Terrible","Yes","reason"
4787,18,"Male","High School","Excellent","Yes","reason"
4788,62,"Male","Graduate Degree","Okay","Yes","reason"
4789,23,"Non-binary","Graduate Degree","Okay","Yes","control group"
4790,18,"Male","High School","Terrible","No","emotions"
4792,62,"Non-binary","Bachelor's Degree","Okay","No","control group"
4793,48,"Non-binary","Associate Degree","Excellent","No","control group"
4794,31,"Female","Graduate Degree","Good","Yes","reason"
4795,36,"Male","Graduate Degree","Good","No","emotions"
4796,37,"Female","Bachelor's Degree","Good","Yes","emotions"
4797,18,"Non-binary","Associate Degree","Okay","Yes","control group"
4798,42,"Non-binary","High School","Excellent","No","reason"
4800,27,"Male","Bachelor's Degree","Terrible","Yes","emotions"
4802,64,"Non-binary","High School","Terrible","No","reason"
4803,31,"Female","Graduate Degree","Good","No","emotions"
4804,73,"Female","Graduate Degree","Bad","No","control group"
4805,33,"Male","Associate Degree","Okay","No","control group"
4806,43,"Male","High School","Terrible","Yes","control group"
4807,55,"Female","High School","Terrible","Yes","control group"
4808,59,"Male","High School","Terrible","No","reason"
4809,64,"Non-binary","High School","Bad","No","control group"
4810,45,"Male","Associate Degree","Okay","Yes","control group"
4811,53,"Non-binary","High School","Bad","Yes","reason"
4812,69,"Female","Associate Degree","Bad","Yes","emotions"
4813,47,"Female","Associate Degree","Excellent","Yes","emotions"
4814,70,"Non-binary","Graduate Degree","Excellent","Yes","reason"
4815,46,"Non-binary","High School","Okay","Yes","control group"
4816,21,"Non-binary","Bachelor's Degree","Bad","Yes","emotions"
4817,51,"Male","Bachelor's Degree","Terrible","No","emotions"
4818,18,"Non-binary","High School","Bad","Yes","reason"
4819,50,"Male","High School","Good","No","emotions"
4820,18,"Female","Graduate Degree","Okay","No","control group"
4821,33,"Female","Bachelor's Degree","Bad","Yes","reason"
