"id","age","gender","education","baseline_vaccine_attitude","baseline_vaccination_status"
4360,50,"Female","Bachelor's Degree","Good","Yes"
4361,18,"Non-binary","High School","Okay","Yes"
4362,65,"Male","Bachelor's Degree","Okay","No"
4363,31,"Non-binary","Bachelor's Degree","Bad","Yes"
4364,42,"Non-binary","High School","Bad","Yes"
4365,67,"Male","Bachelor's Degree","Okay","No"
4366,19,"Male","High School","Good","Yes"
4367,41,"Non-binary","High School","Good","Yes"
4368,52,"Female","Graduate Degree","Bad","No"
4369,52,"Female","High School","Okay","No"
4370,33,"Male","Bachelor's Degree","Terrible","No"
4371,20,"Female","High School","Good","No"
4372,52,"Non-binary","Bachelor's Degree","Okay","No"
4373,21,"Male","Associate Degree","Good","Yes"
4374,40,"Male","Associate Degree","Okay","Yes"
4375,44,"Male","High School","Okay","Yes"
4376,44,"Female","Graduate Degree","Good","Yes"
4377,44,"Male","Associate Degree","Okay","No"
4378,46,"Female","Associate Degree","Okay","No"
4379,45,"Female","Graduate Degree","Terrible","No"
4380,52,"Female","Associate Degree","Okay","Yes"
4381,18,"Male","High School","Okay","No"
4382,51,"Female","Associate Degree","Good","No"
4383,67,"Male","High School","Okay","Yes"
4384,31,"Female","Associate Degree","Bad","No"
4385,36,"Non-binary","Associate Degree","Okay","Yes"
4386,18,"Male","Associate Degree","Okay","Yes"
4387,18,"Male","Associate Degree","Bad","No"
4388,68,"Male","Bachelor's Degree","Okay","Yes"
4389,51,"Male","Graduate Degree","Excellent","No"
4390,53,"Non-binary","High School","Good","No"
4391,58,"Non-binary","Bachelor's Degree","Okay","Yes"
4392,35,"Male","High School","Okay","Yes"
4393,68,"Non-binary","Associate Degree","Bad","No"
4394,62,"Non-binary","Graduate Degree","Excellent","No"
4395,29,"Female","High School","Good","No"
4396,46,"Male","Bachelor's Degree","Okay","No"
4397,50,"Female","Associate Degree","Okay","No"
4398,18,"Male","High School","Okay","Yes"
4399,42,"Non-binary","Associate Degree","Terrible","No"
4400,48,"Male","Bachelor's Degree","Bad","Yes"
4401,23,"Male","Graduate Degree","Terrible","Yes"
4402,49,"Female","High School","Excellent","Yes"
4403,33,"Male","Associate Degree","Bad","Yes"
4404,51,"Non-binary","Associate Degree","Okay","Yes"
4405,24,"Male","Bachelor's Degree","Okay","No"
4406,30,"Non-binary","Graduate Degree","Bad","Yes"
4407,20,"Non-binary","Bachelor's Degree","Okay","No"
4408,42,"Male","Associate Degree","Okay","No"
4409,18,"Male","Associate Degree","Terrible","No"
4410,43,"Male","Graduate Degree","Okay","Yes"
4411,26,"Male","Graduate Degree","Bad","No"
4412,26,"Female","High School","Bad","No"
4413,20,"Male","Bachelor's Degree","Bad","No"
4414,47,"Female","Associate Degree","Bad","No"
4415,60,"Non-binary","Associate Degree","Okay","Yes"
4416,34,"Non-binary","Graduate Degree","Good","Yes"
4417,20,"Male","Associate Degree","Bad","No"
4418,66,"Male","High School","Okay","Yes"
4419,18,"Male","High School","Excellent","Yes"
4420,39,"Male","Graduate Degree","Excellent","Yes"
4421,36,"Non-binary","Bachelor's Degree","Bad","Yes"
4422,54,"Non-binary","Bachelor's Degree","Bad","No"
4423,39,"Male","Graduate Degree","Bad","Yes"
4424,58,"Non-binary","Graduate Degree","Excellent","No"
4425,67,"Female","Associate Degree","Terrible","No"
4426,52,"Non-binary","Bachelor's Degree","Terrible","No"
4427,24,"Male","High School","Good","No"
4428,58,"Male","High School","Good","No"
4429,37,"Non-binary","High School","Okay","Yes"
4430,39,"Female","Bachelor's Degree","Okay","No"
4431,41,"Female","Associate Degree","Bad","No"
4432,60,"Male","Graduate Degree","Terrible","No"
4433,80,"Non-binary","High School","Okay","No"
4434,52,"Non-binary","Graduate Degree","Bad","Yes"
4435,31,"Female","Associate Degree","Excellent","Yes"
4436,43,"Male","Associate Degree","Good","No"
4437,45,"Male","Graduate Degree","Okay","Yes"
4438,66,"Female","High School","Bad","No"
4439,32,"Female","High School","Bad","Yes"
4440,48,"Male","Associate Degree","Excellent","No"
4441,29,"Female","Associate Degree","Good","No"
4442,37,"Non-binary","Bachelor's Degree","Okay","Yes"
4443,50,"Female","Graduate Degree","Okay","No"
4444,18,"Female","Associate Degree","Good","Yes"
4445,59,"Non-binary","Bachelor's Degree","Terrible","Yes"
4446,36,"Male","Graduate Degree","Terrible","Yes"
4447,33,"Male","Graduate Degree","Good","No"
4448,18,"Non-binary","Graduate Degree","Terrible","Yes"
4449,42,"Female","Graduate Degree","Good","No"
4450,58,"Female","Associate Degree","Okay","Yes"
4451,64,"Female","Bachelor's Degree","Excellent","Yes"
4452,18,"Female","Associate Degree","Excellent","Yes"
4453,35,"Female","High School","Good","Yes"
4454,34,"Female","High School","Terrible","Yes"
4455,50,"Male","High School","Good","Yes"
4456,65,"Female","Bachelor's Degree","Excellent","Yes"
4457,26,"Female","Bachelor's Degree","Good","No"
4458,52,"Non-binary","Bachelor's Degree","Excellent","Yes"
4459,18,"Male","Bachelor's Degree","Good","No"
4460,24,"Male","High School","Terrible","Yes"
4461,70,"Female","High School","Terrible","Yes"
4462,34,"Non-binary","Graduate Degree","Okay","Yes"
4463,18,"Male","Bachelor's Degree","Terrible","No"
4464,38,"Male","High School","Good","No"
4465,45,"Non-binary","Bachelor's Degree","Okay","Yes"
4466,18,"Female","High School","Bad","Yes"
4467,80,"Male","Bachelor's Degree","Good","No"
4468,43,"Non-binary","High School","Bad","No"
4469,31,"Male","High School","Okay","Yes"
4470,18,"Non-binary","Bachelor's Degree","Terrible","No"
4471,22,"Female","Bachelor's Degree","Okay","Yes"
4472,57,"Male","Associate Degree","Bad","Yes"
4473,32,"Female","High School","Okay","No"
4474,74,"Male","Associate Degree","Terrible","Yes"
4475,18,"Female","High School","Good","Yes"
4476,37,"Female","Graduate Degree","Excellent","No"
4477,18,"Non-binary","Associate Degree","Good","Yes"
4478,33,"Non-binary","Bachelor's Degree","Good","Yes"
4479,66,"Female","Graduate Degree","Good","Yes"
4480,35,"Male","High School","Okay","Yes"
4481,57,"Female","Bachelor's Degree","Okay","No"
4482,59,"Female","Associate Degree","Bad","No"
4483,50,"Non-binary","Graduate Degree","Okay","Yes"
4484,32,"Non-binary","High School","Excellent","Yes"
4485,48,"Male","Associate Degree","Okay","No"
4486,60,"Male","Graduate Degree","Terrible","Yes"
4487,34,"Female","Bachelor's Degree","Okay","No"
4488,45,"Female","High School","Excellent","No"
4489,18,"Male","Bachelor's Degree","Excellent","No"
4490,42,"Female","Associate Degree","Bad","No"
4491,41,"Non-binary","Bachelor's Degree","Bad","Yes"
4492,74,"Non-binary","Bachelor's Degree","Terrible","No"
4493,38,"Female","Associate Degree","Okay","Yes"
4494,61,"Female","Associate Degree","Bad","No"
4495,48,"Non-binary","Associate Degree","Okay","No"
4496,68,"Non-binary","Bachelor's Degree","Good","No"
4497,46,"Non-binary","Graduate Degree","Bad","No"
4498,22,"Male","Bachelor's Degree","Okay","Yes"
4499,30,"Male","Graduate Degree","Bad","No"
4500,28,"Male","Associate Degree","Okay","Yes"
4501,71,"Male","High School","Excellent","No"
4502,25,"Male","Graduate Degree","Bad","No"
4503,18,"Male","Associate Degree","Good","No"
4504,29,"Non-binary","Graduate Degree","Excellent","Yes"
4505,18,"Non-binary","Associate Degree","Bad","No"
4506,51,"Female","Associate Degree","Okay","No"
4507,72,"Male","High School","Bad","No"
4508,64,"Male","High School","Okay","Yes"
4509,78,"Male","High School","Bad","Yes"
4510,31,"Male","Graduate Degree","Bad","No"
4511,53,"Male","High School","Okay","Yes"
4512,18,"Female","Graduate Degree","Terrible","No"
4513,32,"Female","Bachelor's Degree","Bad","Yes"
4514,38,"Male","High School","Good","Yes"
4515,21,"Female","Graduate Degree","Good","No"
4516,48,"Male","Bachelor's Degree","Okay","No"
4517,38,"Male","Associate Degree","Bad","Yes"
4518,34,"Male","Bachelor's Degree","Terrible","No"
4519,46,"Male","Bachelor's Degree","Okay","No"
4520,45,"Female","Graduate Degree","Okay","No"
4521,44,"Male","High School","Terrible","No"
4522,19,"Female","Associate Degree","Good","No"
4523,42,"Non-binary","Associate Degree","Okay","No"
4524,18,"Female","Bachelor's Degree","Okay","Yes"
4525,49,"Female","High School","Okay","No"
4526,18,"Male","Associate Degree","Okay","Yes"
4527,80,"Female","Bachelor's Degree","Good","No"
4528,45,"Male","Bachelor's Degree","Excellent","Yes"
4529,18,"Non-binary","High School","Good","No"
4530,40,"Female","Bachelor's Degree","Good","Yes"
4531,18,"Non-binary","High School","Okay","No"
4532,46,"Non-binary","Bachelor's Degree","Bad","No"
4533,18,"Non-binary","Graduate Degree","Good","No"
4534,32,"Non-binary","Bachelor's Degree","Okay","No"
4535,38,"Female","Graduate Degree","Bad","No"
4536,32,"Non-binary","Associate Degree","Bad","Yes"
4537,23,"Male","High School","Excellent","Yes"
4538,54,"Female","High School","Okay","No"
4539,56,"Non-binary","High School","Okay","No"
4540,18,"Non-binary","Associate Degree","Bad","Yes"
4541,38,"Non-binary","Associate Degree","Okay","No"
4542,18,"Non-binary","Associate Degree","Excellent","No"
4543,25,"Non-binary","High School","Terrible","No"
4544,57,"Male","Bachelor's Degree","Okay","No"
4545,18,"Female","Graduate Degree","Okay","Yes"
4546,53,"Male","Bachelor's Degree","Okay","No"
4547,27,"Female","Associate Degree","Okay","No"
4548,42,"Non-binary","Bachelor's Degree","Okay","No"
4549,68,"Female","High School","Good","No"
4550,43,"Male","Associate Degree","Good","No"
4551,24,"Female","Associate Degree","Terrible","Yes"
4552,58,"Male","High School","Good","No"
4553,27,"Female","Associate Degree","Good","No"
4554,68,"Male","Associate Degree","Terrible","Yes"
4555,63,"Non-binary","High School","Terrible","Yes"
4556,49,"Male","Associate Degree","Okay","No"
4557,46,"Non-binary","Graduate Degree","Excellent","Yes"
4558,34,"Non-binary","Associate Degree","Bad","No"
4559,18,"Male","Graduate Degree","Terrible","Yes"
4560,66,"Female","Associate Degree","Good","Yes"
4561,42,"Female","Associate Degree","Okay","No"
4562,25,"Male","Graduate Degree","Good","No"
4563,30,"Non-binary","Associate Degree","Excellent","No"
4564,20,"Male","Graduate Degree","Good","Yes"
4565,41,"Male","Bachelor's Degree","Bad","No"
4566,24,"Female","Associate Degree","Excellent","Yes"
4567,18,"Female","High School","Bad","No"
4568,37,"Non-binary","Associate Degree","Good","No"
4569,18,"Female","Associate Degree","Okay","No"
4570,35,"Female","Graduate Degree","Good","Yes"
4571,22,"Female","Bachelor's Degree","Bad","Yes"
4572,52,"Female","Graduate Degree","Good","No"
4573,40,"Female","Associate Degree","Okay","Yes"
4574,69,"Male","Bachelor's Degree","Okay","Yes"
4575,38,"Female","Associate Degree","Okay","Yes"
4576,18,"Female","Associate Degree","Bad","Yes"
4577,40,"Male","Bachelor's Degree","Bad","No"
4578,61,"Male","Bachelor's Degree","Good","No"
4579,37,"Female","Bachelor's Degree","Good","Yes"
4580,51,"Male","Bachelor's Degree","Bad","No"
4581,39,"Female","Graduate Degree","Bad","No"
4582,46,"Non-binary","Bachelor's Degree","Good","Yes"
4583,50,"Male","Bachelor's Degree","Okay","Yes"
4584,34,"Non-binary","Associate Degree","Okay","No"
4585,23,"Female","Bachelor's Degree","Good","No"
4586,18,"Male","Associate Degree","Okay","Yes"
4587,27,"Non-binary","Associate Degree","Good","No"
4588,51,"Non-binary","Associate Degree","Bad","No"
4589,78,"Female","Bachelor's Degree","Okay","No"
4590,43,"Female","Associate Degree","Good","Yes"
4591,18,"Non-binary","Bachelor's Degree","Good","No"
4592,52,"Male","Graduate Degree","Good","Yes"
4593,18,"Male","Associate Degree","Okay","No"
4594,37,"Male","Associate Degree","Bad","No"
4595,48,"Female","Associate Degree","Excellent","No"
4596,50,"Non-binary","Associate Degree","Okay","Yes"
4597,44,"Female","High School","Terrible","No"
4598,34,"Male","Bachelor's Degree","Terrible","No"
4599,24,"Male","Bachelor's Degree","Okay","Yes"
4600,60,"Female","Graduate Degree","Okay","Yes"
4601,27,"Non-binary","Associate Degree","Terrible","No"
4602,18,"Female","Bachelor's Degree","Bad","Yes"
4603,42,"Non-binary","Associate Degree","Good","No"
4604,28,"Male","Associate Degree","Terrible","Yes"
4605,42,"Female","Associate Degree","Bad","No"
4606,63,"Non-binary","Associate Degree","Okay","No"
4607,42,"Female","High School","Terrible","Yes"
4608,43,"Non-binary","High School","Good","No"
4609,27,"Male","Associate Degree","Okay","No"
4610,57,"Female","High School","Excellent","Yes"
4611,39,"Male","High School","Bad","No"
4612,72,"Female","Associate Degree","Okay","Yes"
4613,34,"Female","High School","Okay","No"
4614,66,"Non-binary","Associate Degree","Bad","Yes"
4615,18,"Non-binary","Bachelor's Degree","Bad","No"
4616,23,"Male","Bachelor's Degree","Bad","Yes"
4617,47,"Male","Associate Degree","Okay","No"
4618,18,"Female","Associate Degree","Bad","Yes"
4619,64,"Male","Bachelor's Degree","Good","Yes"
4620,37,"Male","Bachelor's Degree","Excellent","No"
4621,33,"Female","Graduate Degree","Okay","No"
4622,49,"Female","Associate Degree","Bad","Yes"
4623,31,"Male","Bachelor's Degree","Bad","No"
4624,51,"Female","High School","Okay","No"
4625,49,"Male","Associate Degree","Okay","No"
4626,52,"Female","Associate Degree","Okay","Yes"
4627,54,"Non-binary","Associate Degree","Bad","No"
4628,20,"Female","Bachelor's Degree","Excellent","No"
4629,70,"Non-binary","Bachelor's Degree","Terrible","Yes"
4630,42,"Male","Bachelor's Degree","Okay","No"
4631,34,"Female","High School","Terrible","No"
4632,43,"Male","Associate Degree","Terrible","No"
4633,18,"Non-binary","Associate Degree","Excellent","Yes"
4634,35,"Non-binary","Associate Degree","Okay","No"
4635,30,"Female","Bachelor's Degree","Excellent","Yes"
4636,80,"Female","High School","Bad","No"
4637,75,"Non-binary","Graduate Degree","Okay","No"
4638,48,"Female","Associate Degree","Good","Yes"
4639,32,"Non-binary","Associate Degree","Excellent","No"
4640,55,"Non-binary","Associate Degree","Okay","Yes"
4641,37,"Non-binary","Bachelor's Degree","Terrible","No"
4642,47,"Female","Graduate Degree","Okay","Yes"
4643,18,"Non-binary","High School","Terrible","Yes"
4644,80,"Female","Bachelor's Degree","Excellent","No"
4645,69,"Non-binary","Bachelor's Degree","Okay","No"
4646,44,"Female","High School","Terrible","Yes"
4647,39,"Male","Associate Degree","Good","Yes"
4648,23,"Male","Graduate Degree","Okay","Yes"
4649,40,"Female","Bachelor's Degree","Bad","No"
4650,37,"Female","Bachelor's Degree","Good","Yes"
4651,41,"Male","Associate Degree","Okay","No"
4652,50,"Male","Graduate Degree","Okay","Yes"
4653,50,"Female","Associate Degree","Bad","Yes"
4654,80,"Female","High School","Okay","Yes"
4655,47,"Male","Associate Degree","Okay","Yes"
4656,46,"Female","Bachelor's Degree","Good","No"
4657,32,"Female","Graduate Degree","Bad","Yes"
4658,44,"Non-binary","Associate Degree","Terrible","Yes"
4659,20,"Non-binary","Associate Degree","Okay","Yes"
4660,28,"Female","Bachelor's Degree","Terrible","No"
4661,59,"Female","Bachelor's Degree","Terrible","No"
4662,30,"Non-binary","Bachelor's Degree","Good","Yes"
4663,41,"Non-binary","Bachelor's Degree","Good","Yes"
4664,33,"Female","High School","Okay","Yes"
4665,42,"Female","Bachelor's Degree","Terrible","No"
4666,27,"Non-binary","High School","Bad","Yes"
4667,59,"Male","Graduate Degree","Okay","No"
4668,45,"Non-binary","Graduate Degree","Excellent","Yes"
4669,43,"Male","Graduate Degree","Terrible","Yes"
4670,19,"Male","Associate Degree","Good","Yes"
4671,50,"Male","High School","Excellent","No"
4672,34,"Non-binary","Graduate Degree","Bad","Yes"
4673,80,"Female","High School","Bad","Yes"
4674,80,"Female","Graduate Degree","Good","Yes"
4675,45,"Male","Graduate Degree","Terrible","Yes"
4676,19,"Female","High School","Bad","Yes"
4677,56,"Non-binary","Associate Degree","Good","Yes"
4678,51,"Male","Associate Degree","Okay","Yes"
4679,28,"Female","Associate Degree","Okay","No"
4680,70,"Non-binary","Bachelor's Degree","Terrible","No"
4681,31,"Female","Bachelor's Degree","Okay","No"
4682,21,"Female","Graduate Degree","Okay","Yes"
4683,59,"Non-binary","Graduate Degree","Bad","No"
4684,45,"Female","Graduate Degree","Terrible","Yes"
4685,18,"Non-binary","Bachelor's Degree","Terrible","Yes"
4686,27,"Male","Associate Degree","Bad","Yes"
4687,26,"Non-binary","Associate Degree","Okay","Yes"
4688,21,"Female","Bachelor's Degree","Bad","No"
4689,57,"Male","Bachelor's Degree","Bad","Yes"
4690,39,"Female","Bachelor's Degree","Bad","Yes"
4691,80,"Female","Bachelor's Degree","Terrible","No"
4692,52,"Non-binary","Associate Degree","Terrible","No"
4693,67,"Male","High School","Okay","Yes"
4694,61,"Non-binary","Bachelor's Degree","Good","No"
4695,38,"Male","Associate Degree","Good","No"
4696,45,"Female","Associate Degree","Excellent","No"
4697,69,"Non-binary","Associate Degree","Terrible","Yes"
4698,43,"Female","Associate Degree","Bad","Yes"
4699,29,"Male","Graduate Degree","Bad","Yes"
4700,52,"Non-binary","Bachelor's Degree","Bad","No"
4701,39,"Male","Bachelor's Degree","Okay","No"
4702,51,"Female","High School","Good","Yes"
4703,54,"Non-binary","Associate Degree","Okay","No"
4704,65,"Non-binary","Bachelor's Degree","Terrible","No"
4705,39,"Female","High School","Terrible","No"
4706,35,"Female","Graduate Degree","Terrible","No"
4707,71,"Female","High School","Bad","No"
4708,48,"Female","Bachelor's Degree","Terrible","No"
4709,28,"Female","High School","Bad","No"
4710,37,"Male","Associate Degree","Terrible","No"
4711,33,"Non-binary","High School","Terrible","No"
4712,29,"Male","Bachelor's Degree","Terrible","No"
4713,18,"Male","Bachelor's Degree","Terrible","No"
4714,60,"Non-binary","Associate Degree","Terrible","Yes"
4715,18,"Non-binary","High School","Good","No"
4716,54,"Female","Graduate Degree","Okay","Yes"
4717,18,"Male","Bachelor's Degree","Okay","Yes"
4718,18,"Female","Bachelor's Degree","Bad","Yes"
4719,22,"Male","Associate Degree","Okay","Yes"
4720,48,"Female","Graduate Degree","Bad","Yes"
4721,63,"Female","Bachelor's Degree","Okay","No"
4722,59,"Non-binary","High School","Okay","No"
4723,18,"Female","Bachelor's Degree","Excellent","Yes"
4724,52,"Non-binary","Graduate Degree","Okay","Yes"
